convocatoria,archivo,n_paginas,n_secciones_toc,n_secciones_cuerpo,cobertura_plantilla_sgr,coincide_plantilla_exacto,fingerprint,titulos
49,convocatoria_49_tdr.pdf,74,29,29,0.952,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.LINEAS TEMATICAS > 6.ALCANCE DEL PROYECTO > 7.ENFOQUE TERRITORIAL > 8.ENFOQUE DIFERENCIAL E INTERSECCIONAL > 9.ORIENTACIONES PARA LA VINCULACION DE TALENTO HUMANO > 10.REQUISITOS HABILITANTES > 11.CAUSALES DE RECHAZO > 12.CONTENIDO DEL PROYECTO > 13.PROCEDIMIENTO DE INSCRIPCION > 14.DURACION Y FINANCIACION > 15.CRITERIOS DE EVALUACION > 16.PROCEDIMIENTO DE EVALUACION > 17.LISTADO DE ELEGIBLES > 18.OBSERVACIONES AL LISTADO DE PROYECTOS HABILITADOS Y > 19.VIGILANCIA DE LOS PROYECTOS > 20.REVISION DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 21.CRONOGRAMA > 22.MODIFICACIONES > 23.PROPIEDAD INTELECTUAL > 24.CIENCIA ABIERTA > 25.VEEDURIAS CIUDADANAS > 26.AUTORIZACION USO DE DATOS PERSONALES > 27.ANEXOS > 28.ACEPTACION DE TERMINOS Y VERACIDAD > 29.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | LINEAS TEMATICAS | ALCANCE DEL PROYECTO | ENFOQUE TERRITORIAL | ENFOQUE DIFERENCIAL E INTERSECCIONAL | ORIENTACIONES PARA LA VINCULACION DE TALENTO HUMANO | REQUISITOS HABILITANTES | CAUSALES DE RECHAZO | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | OBSERVACIONES AL LISTADO DE PROYECTOS HABILITADOS Y | VIGILANCIA DE LOS PROYECTOS | REVISION DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | AUTORIZACION USO DE DATOS PERSONALES | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
50,convocatoria_50_tdr.pdf,57,29,29,1.0,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.LINEAS TEMATICAS > 6.ALCANCE DEL PROYECTO > 7.ENFOQUE TERRITORIAL > 8.ENFOQUE DIFERENCIAL E INTERSECCIONAL > 9.ORIENTACIONES PARA LA VINCULACION DE TALENTO HUMANO > 10.REQUISITOS HABILITANTES > 11.CAUSALES DE RECHAZO > 12.CONTENIDO DEL PROYECTO > 13.PROCEDIMIENTO DE INSCRIPCION > 14.DURACION Y FINANCIACION > 15.CRITERIOS DE EVALUACION > 16.PROCEDIMIENTO DE EVALUACION > 17.LISTADO DE ELEGIBLES > 18.OBSERVACIONES AL LISTADO DE HABILITADOS Y ELEGIBLES > 19.VIGILANCIA DE LOS PROYECTOS > 20.REVISION DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 21.CRONOGRAMA > 22.MODIFICACIONES > 23.PROPIEDAD INTELECTUAL > 24.CIENCIA ABIERTA > 25.VEEDURIAS CIUDADANAS > 26.AUTORIZACION USO DE DATOS PERSONALES > 27.ANEXOS > 28.ACEPTACION DE TERMINOS Y VERACIDAD > 29.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | LINEAS TEMATICAS | ALCANCE DEL PROYECTO | ENFOQUE TERRITORIAL | ENFOQUE DIFERENCIAL E INTERSECCIONAL | ORIENTACIONES PARA LA VINCULACION DE TALENTO HUMANO | REQUISITOS HABILITANTES | CAUSALES DE RECHAZO | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | OBSERVACIONES AL LISTADO DE HABILITADOS Y ELEGIBLES | VIGILANCIA DE LOS PROYECTOS | REVISION DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | AUTORIZACION USO DE DATOS PERSONALES | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
51,convocatoria_51_tdr.pdf,73,28,28,0.714,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.LINEAS TEMATICAS > 6.ALCANCE DEL PROYECTO > 7.ORIENTACIONES GENERALES PARA VINCULACION DE TALENTO HUMANO > 8.ENFOQUE DIFERENCIAL E INTERSECCIONAL > 9.REQUISITOS > 10.CONDICIONES INHABILITANTES > 11.CONTENIDO DEL PROYECTO > 12.PROCEDIMIENTO DE INSCRIPCION > 13.DURACION Y FINANCIACION > 14.CRITERIOS DE EVALUACION > 15.PROCEDIMIENTO DE EVALUACION > 16.LISTADO DE ELEGIBLES > 17.ACLARACIONES > 18.VIGILANCIA DE LOS PROYECTOS > 19.VIABILIDAD DE LOS PROYECTOS DE INVERSION > 20.CRONOGRAMA > 21.MODIFICACIONES > 22.PROPIEDAD INTELECTUAL > 23.CIENCIA ABIERTA > 24.VEEDURIAS CIUDADANAS > 25.AUTORIZACION USO DE DATOS PERSONALES > 26.ANEXOS > 27.ACEPTACION DE TERMINOS Y VERACIDAD > 28.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | LINEAS TEMATICAS | ALCANCE DEL PROYECTO | ORIENTACIONES GENERALES PARA VINCULACION DE TALENTO HUMANO | ENFOQUE DIFERENCIAL E INTERSECCIONAL | REQUISITOS | CONDICIONES INHABILITANTES | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | ACLARACIONES | VIGILANCIA DE LOS PROYECTOS | VIABILIDAD DE LOS PROYECTOS DE INVERSION | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | AUTORIZACION USO DE DATOS PERSONALES | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
52,convocatoria_52_tdr.pdf,65,28,27,0.952,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.DEMANDAS TERRITORIALES > 5.LINEAS TEMATICAS > 6.ALCANCE DEL PROYECTO > 7.ENFOQUE TERRITORIAL > 8.ENFOQUE DIFERENCIAL E INTERSECCIONAL > 9.ORIENTACIONES PARA LA VINCULACION DE TALENTO HUMANO > 10.REQUISITOS HABILITANTES > 11.CAUSALES DE RECHAZO > 12.CONTENIDO DEL PROYECTO > 13.PROCEDIMIENTO DE INSCRIPCION > 14.DURACION Y FINANCIACION > 15.CRITERIOS DE EVALUACION > 16.PROCEDIMIENTO DE EVALUACION > 17.LISTADO DE ELEGIBLES > 19.VIGILANCIA DE LOS PROYECTOS > 20.REVISION DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS > 21.CRONOGRAMA > 22.MODIFICACIONES > 23.PROPIEDAD INTELECTUAL > 24.CIENCIA ABIERTA > 25.VEEDURIAS CIUDADANAS > 26.AUTORIZACION USO DE DATOS PERSONALES > 27.ANEXOS > 28.ACEPTACION DE TERMINOS Y VERACIDAD,PRESENTACION | OBJETIVO | DIRIGIDA A | DEMANDAS TERRITORIALES | LINEAS TEMATICAS | ALCANCE DEL PROYECTO | ENFOQUE TERRITORIAL | ENFOQUE DIFERENCIAL E INTERSECCIONAL | ORIENTACIONES PARA LA VINCULACION DE TALENTO HUMANO | REQUISITOS HABILITANTES | CAUSALES DE RECHAZO | CONTENIDO DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | DURACION Y FINANCIACION | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | LISTADO DE ELEGIBLES | VIGILANCIA DE LOS PROYECTOS | REVISION DE REQUISITOS DEL SISTEMA GENERAL DE REGALIAS | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | CIENCIA ABIERTA | VEEDURIAS CIUDADANAS | AUTORIZACION USO DE DATOS PERSONALES | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD
913,convocatoria_913_tdr.pdf,15,19,19,0.381,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.ENFOQUE TERRITORIAL > 5.REQUISITOS > 7.DURACION Y CUPO DE BENEFICIOS TRIBUTARIOS > 8.CONTENIDOS DEL PROYECTO > 9.PROCEDIMIENTO DE INSCRIPCION > 10.AUTORIZACION USO DE DATOS PERSONALES > 11.CRITERIOS DE EVALUACION > 12.PROCEDIMIENTO DE EVALUACION > 13.BANCO INFORMATIVO DE PROYECTOS CALIFICADOS > 14.CRONOGRAMA > 15.MODIFICACIONES > 16.PROPIEDAD INTELECTUAL > 17.VEEDURIAS CIUDADANAS > 18.ANEXOS > 19.ACEPTACION DE TERMINOS Y VERACIDAD > 20.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | ENFOQUE TERRITORIAL | REQUISITOS | DURACION Y CUPO DE BENEFICIOS TRIBUTARIOS | CONTENIDOS DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO INFORMATIVO DE PROYECTOS CALIFICADOS | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
914,convocatoria_914_tdr.pdf,20,21,20,0.429,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.LINEAS TEMATICAS > 5.REQUISITOS > 7.DURACION Y FINANCIACION > 8.CONTENIDOS DEL PROYECTO > 9.PROCEDIMIENTO DE INSCRIPCION > 10.AUTORIZACION USO DE DATOS PERSONALES > 11.CRITERIOS DE EVALUACION > 12.PROCEDIMIENTO DE EVALUACION > 13.BANCO DE ELEGIBLES > 14.ACLARACIONES > 15.CRONOGRAMA > 16.MODIFICACIONES > 17.PROPIEDAD INTELECTUAL > 18.VEEDURIAS CIUDADANAS > 19.ANEXOS > 20.ACEPTACION DE TERMINOS Y VERACIDAD > 21.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | LINEAS TEMATICAS | REQUISITOS | DURACION Y FINANCIACION | CONTENIDOS DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
915,convocatoria_915_tdr.pdf,20,22,22,0.381,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.FOCOS TEMATICOS > 5.RECOMENDACIONES GENERALES > 6.ENFOQUE DIFERENCIAL > 7.REQUISITOS > 9.DURACION Y FINANCIACION > 10.CONTENIDOS DE LA PROPUESTA > 11.PROCEDIMIENTO DE INSCRIPCION > 12.AUTORIZACION USO DE DATOS PERSONALES > 13.CRITERIOS DE EVALUACION > 14.PROCEDIMIENTO DE EVALUACION > 15.BANCO DE ELEGIBLES > 16.ACLARACIONES > 17.CRONOGRAMA > 18.MODIFICACIONES > 19.PROPIEDAD INTELECTUAL > 20.VEEDURIAS CIUDADANAS > 21.ANEXOS > 22.ACEPTACION DE TERMINOS Y VERACIDAD > 23.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | FOCOS TEMATICOS | RECOMENDACIONES GENERALES | ENFOQUE DIFERENCIAL | REQUISITOS | DURACION Y FINANCIACION | CONTENIDOS DE LA PROPUESTA | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
916,convocatoria_916_tdr.pdf,14,20,20,0.286,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.FOCOS PRIORIZADOS > 5.REQUISITOS > 8.DURACION Y FINANCIACION > 9.CONDICIONES DE PARTICIPACION > 10.PROCEDIMIENTO DE INSCRIPCINON > 12.AUTORIZACION USO DE DATOS PERSONALES > 13.CRITERIOS DE EVALUACION > 14.PROCEDIMIENTO DE ASIGNACION > 15.BANCO DE ELEGIBLES > 16.ACLARACIONES > 17.CRONOGRAMA > 18.MODIFICACIONES > 19.PROPIEDAD INTELECTUAL > 20.VEEDURIAS CIUDADANAS > 21.ANEXOS > 22.ACEPTACION DE TERMINOS Y VERACIDAD > 23.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | FOCOS PRIORIZADOS | REQUISITOS | DURACION Y FINANCIACION | CONDICIONES DE PARTICIPACION | PROCEDIMIENTO DE INSCRIPCINON | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE ASIGNACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
917,convocatoria_917_tdr.pdf,17,23,23,0.381,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.FOCOS TEMATICOS > 5.ORIENTACIONES GENERALES > 6.ENFOQUE DIFERENCIAL > 7.REQUISITOS > 8.CONDICIONES INHABILITANTES > 9.DURACION Y FINANCIACION > 10.CONTENIDOS DE LA PROPUESTA > 11.PROCEDIMIENTO DE INSCRIPCION > 12.AUTORIZACION USO DE DATOS PERSONALES > 13.CRITERIOS DE EVALUACION > 14.PROCEDIMIENTO DE EVALUACION > 15.BANCO DE ELEGIBLES > 16.ACLARACIONES > 17.CRONOGRAMA > 18.MODIFICACIONES > 19.PROPIEDAD INTELECTUAL > 20.VEEDURIAS CIUDADANAS > 21.ANEXOS > 22.ACEPTACION DE TERMINOS Y VERACIDAD > 23.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | FOCOS TEMATICOS | ORIENTACIONES GENERALES | ENFOQUE DIFERENCIAL | REQUISITOS | CONDICIONES INHABILITANTES | DURACION Y FINANCIACION | CONTENIDOS DE LA PROPUESTA | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
918,convocatoria_918_tdr.pdf,23,20,20,0.429,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.LINEAS TEMATICAS > 5.REQUISITOS > 7.DURACION Y FINANCIACION > 8.CONTENIDOS DEL PROYECTO > 9.PROCEDIMIENTO DE INSCRIPCION > 10.AUTORIZACION USO DE DATOS PERSONALES > 11.CRITERIOS DE EVALUACION > 12.PROCEDIMIENTO DE EVALUACION > 13.BANCO DE ELEGIBLES > 14.ACLARACIONES > 15.CRONOGRAMA > 16.MODIFICACIONES > 17.PROPIEDAD INTELECTUAL > 18.VEEDURIAS CIUDADANAS > 19.ANEXOS > 20.ACEPTACION DE TERMINOS Y VERACIDAD > 21.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | LINEAS TEMATICAS | REQUISITOS | DURACION Y FINANCIACION | CONTENIDOS DEL PROYECTO | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
919,convocatoria_919_tdr.pdf,21,20,20,0.429,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.LINEAS TEMATICAS > 5.REQUISITOS > 7.DURACION Y FINANCIACION > 8.CONTENIDOS DEL PROGRAMA > 9.PROCEDIMIENTO DE INSCRIPCION > 10.AUTORIZACION USO DE DATOS PERSONALES > 11.CRITERIOS DE EVALUACION > 12.PROCEDIMIENTO DE EVALUACION > 13.BANCO DE ELEGIBLES > 14.ACLARACIONES > 15.CRONOGRAMA > 16.MODIFICACIONES > 17.PROPIEDAD INTELECTUAL > 18.VEEDURIAS CIUDADANAS > 19.ANEXOS > 20.ACEPTACION DE TERMINOS Y VERACIDAD > 21.MAYOR INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | LINEAS TEMATICAS | REQUISITOS | DURACION Y FINANCIACION | CONTENIDOS DEL PROGRAMA | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAYOR INFORMACION
920,convocatoria_920_tdr.pdf,21,20,20,0.429,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.LINEAS TEMATICAS > 5.REQUISITOS > 7.DURACION Y FINANCIACION > 8.CONTENIDOS DEL PROGRAMA > 9.PROCEDIMIENTO DE INSCRIPCION > 10.AUTORIZACION USO DE DATOS PERSONALES > 11.CRITERIOS DE EVALUACION > 12.PROCEDIMIENTO DE EVALUACION > 13.BANCO DE ELEGIBLES > 14.ACLARACIONES > 15.CRONOGRAMA > 16.MODIFICACIONES > 17.PROPIEDAD INTELECTUAL > 18.VEEDURIAS CIUDADANAS > 19.ANEXOS > 20.ACEPTACION DE TERMINOS Y VERACIDAD > 21.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | LINEAS TEMATICAS | REQUISITOS | DURACION Y FINANCIACION | CONTENIDOS DEL PROGRAMA | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
921,convocatoria_921_tdr.pdf,15,18,18,0.381,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.REQUISITOS > 6.DURACION Y FINANCIACION > 7.PROCEDIMIENTO DE INSCRIPCION > 8.AUTORIZACION USO DE DATOS PERSONALES > 9.CRITERIOS DE EVALUACION > 10.PROCEDIMIENTO DE EVALUACION > 11.BANCO DE ELEGIBLES > 12.ACLARACIONES > 13.CRONOGRAMA > 14.MODIFICACIONES > 15.PROPIEDAD INTELECTUAL > 16.VEEDURIAS CIUDADANAS > 17.ANEXOS > 18.ACEPTACION DE TERMINOS Y VERACIDAD > 19.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | REQUISITOS | DURACION Y FINANCIACION | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
922,convocatoria_922_tdr.pdf,14,19,18,0.381,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.REQUISITOS > 6.DURACION Y FINANCIACION > 7.PROCEDIMIENTO DE INSCRIPCION > 8.AUTORIZACION USO DE DATOS PERSONALES > 9.CRITERIOS DE EVALUACION > 10.PROCEDIMIENTO DE EVALUACION > 11.BANCO DE ELEGIBLES > 12.ACLARACIONES > 13.CRONOGRAMA > 14.MODIFICACIONES > 15.PROPIEDAD INTELECTUAL > 16.VEEDURIAS CIUDADANAS > 17.ANEXOS > 18.ACEPTACION DE TERMINOS Y VERACIDAD > 19.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | REQUISITOS | DURACION Y FINANCIACION | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
923,convocatoria_923_tdr.pdf,22,23,22,0.381,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.LINEAS TEMATICAS SI APLICA > 5.ENFOQUE TERRITORIAL > 6.ENFOQUE DIFERENCIAL > 7.ENFOQUE DE VOCACIONES CIENTIFICAS > 8.REQUISITOS > 10.DURACION Y FINANCIACION > 12.PROCEDIMIENTO DE INSCRIPCION > 13.AUTORIZACION USO DE DATOS PERSONALES > 14.CRITERIOS DE EVALUACION > 15.PROCEDIMIENTO DE EVALUACION > 16.BANCO DEFINITIVO DE ELEGIBLES > 17.ACLARACIONES > 18.CRONOGRAMAS > 19.MODIFICACIONES > 20.PROPIEDAD INTELECTUAL > 21.VEEDURIAS CIUDADANAS > 22.ANEXOS > 23.ACEPTACION DE TERMINOS Y VERACIDAD > 24.MAS INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | LINEAS TEMATICAS SI APLICA | ENFOQUE TERRITORIAL | ENFOQUE DIFERENCIAL | ENFOQUE DE VOCACIONES CIENTIFICAS | REQUISITOS | DURACION Y FINANCIACION | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DEFINITIVO DE ELEGIBLES | ACLARACIONES | CRONOGRAMAS | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
924,convocatoria_924_tdr.pdf,13,21,20,0.286,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.TEMATICAS PRIORIZADAS > 5.REQUISITOS > 7.DURACION Y FINANCIACION > 8.CONDICIONES DE PARTICIPACION > 9.PROCEDIMIENTO DE INSCRIPCION > 11.AUTORIZACION USO DE DATOS PERSONALES > 12.CRITERIOS DE ASIGNACION > 13.PROCEDIMIENTO DE ASIGNACION > 14.BANCO DE ELEGIBLES > 15.ACLARACIONES > 16.CRONOGRAMA > 17.MODIFICACIONES > 18.PROPIEDAD INTELECTUAL > 19.VEEDURIAS CIUDADANAS > 20.ANEXOS > 21.ACEPTACION DE TERMINOS Y VERACIDAD > 22.MAYOR INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | TEMATICAS PRIORIZADAS | REQUISITOS | DURACION Y FINANCIACION | CONDICIONES DE PARTICIPACION | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE ASIGNACION | PROCEDIMIENTO DE ASIGNACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAYOR INFORMACION
926,convocatoria_926_tdr.pdf,37,21,21,0.381,False,1.PRESENTACION > 2.OBJETIVO > 3.DIRIGIDA A > 4.EXTENSIONISMO TECNOLOGICO > 5.RED TECNOPARQUES > 6.LINEAS TEMATICAS > 7.DEFINICIONES > 8.REQUISITOS > 13.PROCEDIMIENTO DE INSCRIPCION > 14.AUTORIZACION USO DE DATOS PERSONALES > 15.CRITERIOS DE EVALUACION > 16.PROCEDIMIENTO DE EVALUACION > 17.BANCO DE ELEGIBLES > 18.ACLARACIONES > 19.CRONOGRAMA > 20.MODIFICACIONES > 21.PROPIEDAD INTELECTUAL > 22.VEEDURIAS CIUDADANAS > 23.ANEXOS > 24.ACEPTACION DE TERMINOS Y VERACIDAD > 25.MAYOR INFORMACION,PRESENTACION | OBJETIVO | DIRIGIDA A | EXTENSIONISMO TECNOLOGICO | RED TECNOPARQUES | LINEAS TEMATICAS | DEFINICIONES | REQUISITOS | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAYOR INFORMACION
927,convocatoria_927_tdr.pdf,23,21,21,0.381,False,1.PRESENTACION > 2.OBJETIVOS > 3.DIRIGIDA A > 4.LINEAS TEMATICAS > 5.REQUISITOS > 6.CONDICIONES INHABILITANTES > 7.DURACION Y FINANCIACION > 8.CONTENIDOS DEL PROGRAMA > 9.PROCEDIMIENTO DE INSCRIPCION > 10.AUTORIZACION USO DE DATOS PERSONALES > 11.CRITERIOS DE EVALUACION > 12.PROCEDIMIENTO DE EVALUACION > 13.BANCO DE ELEGIBLES > 14.ACLARACIONES > 15.CRONOGRAMA > 16.MODIFICACIONES > 17.PROPIEDAD INTELECTUAL > 18.VEEDURIAS CIUDADANAS > 19.ANEXOS > 20.ACEPTACION DE TERMINOS Y VERACIDAD > 21.MAS INFORMACION,PRESENTACION | OBJETIVOS | DIRIGIDA A | LINEAS TEMATICAS | REQUISITOS | CONDICIONES INHABILITANTES | DURACION Y FINANCIACION | CONTENIDOS DEL PROGRAMA | PROCEDIMIENTO DE INSCRIPCION | AUTORIZACION USO DE DATOS PERSONALES | CRITERIOS DE EVALUACION | PROCEDIMIENTO DE EVALUACION | BANCO DE ELEGIBLES | ACLARACIONES | CRONOGRAMA | MODIFICACIONES | PROPIEDAD INTELECTUAL | VEEDURIAS CIUDADANAS | ANEXOS | ACEPTACION DE TERMINOS Y VERACIDAD | MAS INFORMACION
