id,nombre,facultad,cargo,tiene_cvlac,categoria,n_areas,score_final,score_emb,score_tfidf,boost,query_chars,doc_chars,rank,score_raw
clara-ines-pardo-martinez,Clara Inés Pardo Martínez / orcid.org/0000-0002-8556-319X,Escuela de Administración,Profesor titular de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,5,0.75990695,0.4657052159309387,0.0270501375834858,0.36000000000000004,856,2548,1,0.39990696
luis-antonio-orozco-castro,luis-antonio-orozco-castro,Escuela de Administración,Profesor asociado de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,5,0.7412831,0.441256046295166,0.041436433044925,0.36000000000000004,856,2358,2,0.3812831
juan-miguel-gallego-acevedo,Juan M. Gallego,Vicerrectoría de Investigación,Director Investigación y Extensión,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,3,0.73526525,0.4683203101158142,0.047953148489911,0.33,856,1630,3,0.40526524
silvia-alejandra-otero-bahamon,Silvia Otero-Bahamon,"Escuela de Estudios Sociales, Políticos e Internacionales",Profesor asociado de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,5,0.73374695,0.4332009553909302,0.0368409486909756,0.36000000000000004,856,2462,4,0.37374696
amparo-susana-mogollon-perez,Amparo-Susana Mogollón-Pérez,Escuela de Medicina y Ciencias de la Salud,Profesor titular de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,6,0.72733104,0.4232491552829742,0.0504615999329174,0.36000000000000004,856,2406,5,0.36733103
javier-leonardo-gonzalez-rodriguez,Javier-Leonardo Gonzalez-Rodriguez / orcid.org/0000-0001-6693-3901,Escuela de Administración,Profesor adjunto,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,2,0.7180162,0.4481028318405151,0.0475254702420645,0.33,856,1791,6,0.38801622
manuel-alberto-restrepo-medina,Manuel-Alberto Restrepo-Medina,Facultad de Jurisprudencia,Director Doctorado en Derecho,True,Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,5,0.71747226,0.4482091665267944,0.0432963310552233,0.33,856,2247,7,0.38747224
diana-rocio-bernal-camargo,Diana-Rocío Bernal-Camargo,Facultad de Jurisprudencia,Profesor titular de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,4,0.7123594,0.4420556426048279,0.0440810629912058,0.33,856,2097,8,0.38235945
hugo-alberto-rivera-rodriguez,Hugo-Alberto Rivera-Rodriguez / orcid.org/0000-0002-9758-4908,Escuela de Administración,Profesor asociado de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,4,0.6964151,0.4226920306682586,0.0475124832816773,0.33,856,2206,9,0.3664151
marcela-eugenia-varona-uribe,Marcela Varona-Uribe,Escuela de Medicina y Ciencias de la Salud,Profesor titular de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,3,0.69446045,0.4188181757926941,0.0564334225889315,0.33,856,2456,10,0.36446047
julian-david-cortes-sanchez,Julián David Cortés-Sánchez,Escuela de Administración,Director de Investigación,True,Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,5,0.69289285,0.4664866924285888,0.0425277807904551,0.29,856,2646,11,0.40289286
andres-felipe-garcia-suaza,andres-felipe-garcia-suaza,Facultad de Economía,Decano,True,Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,4,0.69141704,0.451658546924591,0.0500486292456542,0.3,856,2481,12,0.39141706
luis-hernando-gutierrez-ramirez,Luis H. Gutierrez,Facultad de Economía,Profesor adjunto,True,Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,4,0.6807598,0.4414840340614319,0.0366558853623657,0.3,856,1556,13,0.3807598
diana-marcela-ramos-caballero,Diana Marcela Ramos-Caballero / orcid.org/0000-0003-2456-2959,Escuela de Medicina y Ciencias de la Salud,Profesor asociado de carrera,True,Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,5,0.67297924,0.4375388920307159,0.0738078581114964,0.29,856,2695,14,0.38297924
angela-lucia-noguera-hidalgo,Angela-Lucía Noguera-Hidalgo,"Escuela de Estudios Sociales, Políticos e Internacionales",Profesor principal de carrera,True,Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,2,0.6600121,0.4634521007537842,0.0405188714675328,0.26,856,2410,15,0.4000121
