id,nombre,facultad,cargo,tiene_cvlac,categoria,n_areas,score_final,score_emb,score_tfidf,boost,query_chars,doc_chars,rank,score_raw
clara-ines-pardo-martinez,Clara Inés Pardo Martínez / orcid.org/0000-0002-8556-319X,Escuela de Administración,Profesor titular de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,5,0.8208748,0.5281671285629272,0.0795517100603679,0.36000000000000004,2594,2548,1,0.46087483
diana-rocio-bernal-camargo,Diana-Rocío Bernal-Camargo,Facultad de Jurisprudencia,Profesor titular de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,4,0.81616336,0.5603007078170776,0.0660516358181182,0.33,2594,2097,2,0.48616335
manuel-alberto-restrepo-medina,Manuel-Alberto Restrepo-Medina,Facultad de Jurisprudencia,Director Doctorado en Derecho,True,Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,5,0.79432064,0.5324563384056091,0.0782183649241118,0.33,2594,2247,3,0.46432063
pedro-mario-wightman-rojas,pedro-mario-wightman-rojas,Escuela de Ciencias e Ingeniería,Profesor asociado de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,8,0.7920133,0.4905348718166351,0.1003911567185779,0.36000000000000004,2594,3184,4,0.4320133
luis-antonio-orozco-castro,luis-antonio-orozco-castro,Escuela de Administración,Profesor asociado de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,5,0.78857714,0.4846710562705993,0.1107116444141011,0.36000000000000004,2594,2358,5,0.42857715
juan-miguel-gallego-acevedo,Juan M. Gallego,Vicerrectoría de Investigación,Director Investigación y Extensión,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,3,0.7854697,0.5247662663459778,0.0627892148649827,0.33,2594,1630,6,0.4554697
angela-del-pilar-santamaria-chavarro,Angela-del-Pilar Santamaria-Chavarro,Vicerrectoría Académica,Profesor titular de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,4,0.7680084,0.5022520422935486,0.0739610485828037,0.33,2594,1890,7,0.4380084
edwin-alexander-rodriguez-lopez,edwin-alexander-rodriguez-lopez,Escuela de Medicina y Ciencias de la Salud,Profesor principal de carrera,True,Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,5,0.7679761,0.5037803649902344,0.0650853994789289,0.33,2594,2297,8,0.43797612
stefan-pohl-valero,Stefan Pohl-Valero,Escuela de Medicina y Ciencias de la Salud,Profesor asociado de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,1,0.7435354,0.4945631027221679,0.0877118436116814,0.31000000000000005,2594,2523,9,0.43353543
julian-david-cortes-sanchez,Julián David Cortés-Sánchez,Escuela de Administración,Director de Investigación,True,Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,5,0.7424882,0.511881947517395,0.115923639763557,0.29,2594,2646,10,0.4524882
oscar-javier-maldonado-castaneda,Oscar Javier Maldonado Castaneda,"Escuela de Estudios Sociales, Políticos e Internacionales",Profesor asociado de carrera,True,Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,4,0.73973715,0.4934542775154114,0.1353402104218834,0.3,2594,2165,11,0.43973717
andres-felipe-garcia-suaza,andres-felipe-garcia-suaza,Facultad de Economía,Decano,True,Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,4,0.7381926,0.4935422241687774,0.1245449635182092,0.3,2594,2481,12,0.43819264
fernando-carriazo-osorio,Fernando Carriazo,"Escuela de Estudios Sociales, Políticos e Internacionales",Profesor asociado de carrera,True,Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,3,0.7121448,0.5206444263458252,0.0639801773230735,0.26,2594,2229,13,0.4521448
angela-lucia-noguera-hidalgo,Angela-Lucía Noguera-Hidalgo,"Escuela de Estudios Sociales, Políticos e Internacionales",Profesor principal de carrera,True,Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,2,0.71198773,0.5219218730926514,0.0556943293421353,0.26,2594,2410,14,0.45198774
armando-duran-duran,Armando Durán-Durán,"Escuela de Estudios Sociales, Políticos e Internacionales",Profesor principal de carrera,True,,4,0.64071333,0.536827564239502,0.0960658569580404,0.16999999999999998,2594,2383,15,0.47071332
