id,nombre,facultad,cargo,tiene_cvlac,categoria,n_areas,score_final,score_emb,score_tfidf,boost,query_chars,doc_chars,rank,score_raw
juan-manuel-roberto-posada-hostettler,Juan M. Posada,Escuela de Ciencias e Ingeniería,Profesor titular de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,5,0.8026423,0.5023179650306702,0.1044801641067667,0.36000000000000004,2570,2803,1,0.4426423
clara-ines-pardo-martinez,Clara Inés Pardo Martínez / orcid.org/0000-0002-8556-319X,Escuela de Administración,Profesor titular de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,5,0.7834952,0.4837555289268493,0.0820200109212388,0.36000000000000004,2570,2548,2,0.4234952
pedro-mario-wightman-rojas,pedro-mario-wightman-rojas,Escuela de Ciencias e Ingeniería,Profesor asociado de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,8,0.77691585,0.4736009240150451,0.095700549875443,0.36000000000000004,2570,3184,3,0.41691586
luis-antonio-orozco-castro,luis-antonio-orozco-castro,Escuela de Administración,Profesor asociado de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,5,0.7767572,0.4662796854972839,0.1361297886135842,0.36000000000000004,2570,2358,4,0.4167572
mauricio-becerra-fernandez,Mauricio Becerra-Fernandez,Escuela de Ciencias e Ingeniería,Profesor principal de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,6,0.77158016,0.4757781028747558,0.0477920128286696,0.36000000000000004,2570,2656,5,0.41158018
andres-gomez-rey,Andrés Gómez-Rey,Facultad de Jurisprudencia,Profesor asociado de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,7,0.7698462,0.4680817425251007,0.0798449631441465,0.36000000000000004,2570,1687,6,0.40984622
diana-rocio-bernal-camargo,Diana-Rocío Bernal-Camargo,Facultad de Jurisprudencia,Profesor titular de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,4,0.76921034,0.5039705038070679,0.0722362526268356,0.33,2570,2097,7,0.43921036
julian-david-cortes-sanchez,Julián David Cortés-Sánchez,Escuela de Administración,Director de Investigación,True,Investigador Junior (IJ) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,5,0.7669506,0.535349428653717,0.1460240294130116,0.29,2570,2646,8,0.47695062
lizeth-fernanda-serrano-cardenas,lizeth-fernanda-serrano-cardenas,Escuela de Administración,Profesor principal de carrera,True,Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,5,0.7608474,0.4899961054325104,0.095671435187528,0.33,2570,2352,9,0.4308474
daniel-orlando-diaz-lopez,daniel-orlando-diaz-lopez,Escuela de Ciencias e Ingeniería,Profesor principal de carrera,True,Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,4,0.7504891,0.5145480632781982,0.0874884686981581,0.3,2570,1777,10,0.45048913
marcela-eugenia-varona-uribe,Marcela Varona-Uribe,Escuela de Medicina y Ciencias de la Salud,Profesor titular de carrera,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,3,0.74759966,0.4834797382354736,0.0442791471690268,0.33,2570,2456,11,0.41759965
juan-miguel-gallego-acevedo,Juan M. Gallego,Vicerrectoría de Investigación,Director Investigación y Extensión,True,Investigador Senior (IS) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,3,0.74404544,0.4767535924911499,0.0586991564100031,0.33,2570,1630,12,0.41404542
alvaro-javier-avila-diaz,"Alvaro, Avila-Diaz",Escuela de Ciencias e Ingeniería,Profesor principal de carrera,True,Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,4,0.72950417,0.4966328144073486,0.0491087094690293,0.3,2570,2590,13,0.4295042
lina-marcela-munoz-avila,Lina Muñoz Ávila,Facultad de Jurisprudencia,Profesor asociado de carrera,True,Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,3,0.7147672,0.470275342464447,0.1002212158836413,0.3,2570,2054,14,0.41476724
oscar-javier-maldonado-castaneda,Oscar Javier Maldonado Castaneda,"Escuela de Estudios Sociales, Políticos e Internacionales",Profesor asociado de carrera,True,Investigador Asociado (I) con vigencia hasta la publicación de los resultados de la siguiente convocatoria,4,0.710028,0.4501209259033203,0.1828346031037954,0.3,2570,2165,15,0.41002798
